,Sender,Recipient,EventDate
6916,152,2,2010-01-22 07:09:25
6917,50,152,2010-01-22 07:09:38
6918,50,152,2010-01-22 07:09:44
6919,47,82,2010-01-22 07:09:57
6920,152,3,2010-01-22 07:15:17
6921,152,50,2010-01-22 07:15:17
6922,50,152,2010-01-22 07:15:38
6923,39,166,2010-01-22 07:15:52
6924,152,8,2010-01-22 07:19:07
6925,22,78,2010-01-22 07:21:17
6926,90,74,2010-01-22 07:24:14
6927,133,14,2010-01-22 07:31:53
6928,133,110,2010-01-22 07:31:53
6929,133,163,2010-01-22 07:31:53
6930,163,133,2010-01-22 07:31:53
6931,73,136,2010-01-22 07:33:40
6932,133,136,2010-01-22 07:35:45
6933,133,141,2010-01-22 07:35:45
6934,62,136,2010-01-22 07:41:00
6935,19,136,2010-01-22 07:41:31
6936,41,74,2010-01-22 07:41:45
6937,41,90,2010-01-22 07:43:49
6938,136,69,2010-01-22 07:46:03
6939,136,86,2010-01-22 07:46:03
6940,136,19,2010-01-22 07:46:03
6941,136,73,2010-01-22 07:46:03
6942,136,133,2010-01-22 07:46:03
6943,136,62,2010-01-22 07:46:03
6944,136,36,2010-01-22 07:46:03
6945,136,85,2010-01-22 07:46:03
6946,136,155,2010-01-22 07:46:03
6947,136,161,2010-01-22 07:46:03
6948,136,62,2010-01-22 07:46:45
6949,19,136,2010-01-22 07:46:58
6950,136,133,2010-01-22 07:47:01
6951,133,136,2010-01-22 07:47:37
6952,161,136,2010-01-22 07:49:31
6953,41,18,2010-01-22 07:51:10
6954,41,163,2010-01-22 07:51:10
6955,41,110,2010-01-22 07:51:10
6956,41,90,2010-01-22 07:51:10
6957,133,136,2010-01-22 07:51:41
6958,90,41,2010-01-22 07:51:49
6959,18,90,2010-01-22 07:52:24
6960,18,110,2010-01-22 07:52:24
6961,18,129,2010-01-22 07:52:24
6962,69,136,2010-01-22 07:52:33
6963,90,41,2010-01-22 07:53:51
6964,90,41,2010-01-22 07:56:06
6965,41,90,2010-01-22 07:57:05
6966,57,130,2010-01-22 07:59:37
6967,65,47,2010-01-22 07:59:44
6968,130,57,2010-01-22 08:02:14
6969,86,136,2010-01-22 08:03:18
6970,18,41,2010-01-22 08:06:23
6971,118,11,2010-01-22 08:08:13
6972,69,33,2010-01-22 08:09:38
6973,14,133,2010-01-22 08:10:14
6974,110,133,2010-01-22 08:14:52
6975,13,95,2010-01-22 08:16:03
6976,13,56,2010-01-22 08:16:03
6977,62,18,2010-01-22 08:16:14
6978,62,136,2010-01-22 08:16:39
6979,18,62,2010-01-22 08:16:42
6980,118,78,2010-01-22 08:17:03
6981,110,41,2010-01-22 08:18:01
6982,36,136,2010-01-22 08:18:52
6983,36,121,2010-01-22 08:20:27
6984,78,22,2010-01-22 08:21:33
6985,33,69,2010-01-22 08:23:24
6986,33,45,2010-01-22 08:24:10
6987,78,47,2010-01-22 08:25:25
6988,47,65,2010-01-22 08:25:28
6989,18,90,2010-01-22 08:25:38
6990,18,41,2010-01-22 08:25:38
6991,18,129,2010-01-22 08:25:38
6992,78,47,2010-01-22 08:31:29
6993,101,86,2010-01-22 08:33:21
6994,128,107,2010-01-22 08:35:23
6995,161,83,2010-01-22 08:35:31
6996,161,90,2010-01-22 08:35:31
6997,161,35,2010-01-22 08:35:31
6998,118,78,2010-01-22 08:39:36
6999,32,88,2010-01-22 08:39:50
7000,45,77,2010-01-22 08:40:06
7001,128,133,2010-01-22 08:44:44
7002,128,54,2010-01-22 08:44:44
7003,103,166,2010-01-22 08:46:28
7004,35,161,2010-01-22 09:00:14
7005,52,80,2010-01-22 09:05:42
7006,52,11,2010-01-22 09:05:42
7007,52,160,2010-01-22 09:05:42
7008,52,148,2010-01-22 09:05:42
7009,80,133,2010-01-22 09:06:01
7010,3,132,2010-01-22 09:11:26
7011,132,3,2010-01-22 09:13:03
7012,54,166,2010-01-22 09:16:23
7013,166,103,2010-01-22 09:16:41
7014,102,107,2010-01-22 09:17:47
7015,102,155,2010-01-22 09:18:00
7016,80,52,2010-01-22 09:18:31
7017,128,166,2010-01-22 09:21:57
7018,60,105,2010-01-22 09:27:52
7019,60,105,2010-01-22 09:28:36
7020,82,47,2010-01-22 09:30:33
7021,152,137,2010-01-22 09:31:49
7022,83,161,2010-01-22 09:34:50
7023,83,13,2010-01-22 09:35:03
7024,73,136,2010-01-22 09:35:57
7025,166,128,2010-01-22 09:35:59
7026,83,90,2010-01-22 09:36:35
7027,128,166,2010-01-22 09:37:53
7028,13,83,2010-01-22 09:38:44
7029,77,45,2010-01-22 09:40:16
7030,60,54,2010-01-22 09:43:30
7031,77,33,2010-01-22 09:44:30
7032,103,166,2010-01-22 09:45:37
7033,47,78,2010-01-22 09:46:16
7034,36,102,2010-01-22 09:48:30
7035,78,47,2010-01-22 09:53:07
7036,54,60,2010-01-22 09:56:51
7037,156,36,2010-01-22 09:57:27
7038,36,156,2010-01-22 09:59:10
7039,52,80,2010-01-22 09:59:43
7040,36,85,2010-01-22 10:01:41
7041,36,85,2010-01-22 10:04:20
7042,33,77,2010-01-22 10:08:30
7043,156,85,2010-01-22 10:10:33
7044,103,152,2010-01-22 10:12:37
7045,33,121,2010-01-22 10:14:58
7046,33,77,2010-01-22 10:15:22
7047,165,92,2010-01-22 10:18:11
7048,62,154,2010-01-22 10:22:47
7049,60,8,2010-01-22 10:22:56
7050,61,148,2010-01-22 10:24:07
7051,61,33,2010-01-22 10:25:07
7052,61,30,2010-01-22 10:25:07
7053,8,60,2010-01-22 10:25:09
7054,92,165,2010-01-22 10:25:45
7055,148,61,2010-01-22 10:27:27
7056,8,85,2010-01-22 10:27:32
7057,153,45,2010-01-22 10:30:59
7058,153,45,2010-01-22 10:31:11
7059,152,132,2010-01-22 10:31:15
7060,152,3,2010-01-22 10:31:15
7061,132,152,2010-01-22 10:32:32
7062,33,61,2010-01-22 10:32:55
7063,30,61,2010-01-22 10:34:22
7064,153,69,2010-01-22 10:38:28
7065,14,62,2010-01-22 10:42:43
7066,153,33,2010-01-22 10:47:48
7067,153,77,2010-01-22 10:47:48
7068,82,3,2010-01-22 10:56:48
7069,32,97,2010-01-22 10:57:52
7070,32,17,2010-01-22 10:57:52
7071,153,33,2010-01-22 10:58:27
7072,153,148,2010-01-22 10:58:27
7073,153,11,2010-01-22 10:58:27
7074,153,69,2010-01-22 10:58:27
7075,153,77,2010-01-22 10:58:27
7076,153,135,2010-01-22 10:58:27
7077,36,132,2010-01-22 11:00:59
7078,166,54,2010-01-22 11:01:53
7079,62,14,2010-01-22 11:06:18
7080,91,77,2010-01-22 11:06:53
7081,156,83,2010-01-22 11:08:36
7082,83,156,2010-01-22 11:10:31
7083,77,91,2010-01-22 11:11:33
7084,132,3,2010-01-22 11:13:51
7085,132,152,2010-01-22 11:13:51
7086,62,88,2010-01-22 11:14:45
7087,3,132,2010-01-22 11:15:21
7088,128,133,2010-01-22 11:15:51
7089,8,107,2010-01-22 11:16:23
7090,54,166,2010-01-22 11:17:04
7091,8,107,2010-01-22 11:20:54
7092,8,166,2010-01-22 11:21:57
7093,85,126,2010-01-22 11:34:06
7094,154,18,2010-01-22 11:36:48
7095,128,107,2010-01-22 11:37:12
7096,69,86,2010-01-22 11:40:47
7097,18,154,2010-01-22 11:41:42
7098,144,136,2010-01-22 11:43:03
7099,80,118,2010-01-22 11:43:35
7100,69,86,2010-01-22 11:43:57
7101,148,69,2010-01-22 11:46:04
7102,148,86,2010-01-22 11:46:04
7103,69,148,2010-01-22 11:47:03
7104,166,8,2010-01-22 11:47:30
7105,166,54,2010-01-22 11:47:30
7106,144,136,2010-01-22 11:47:53
7107,8,166,2010-01-22 11:47:57
7108,128,133,2010-01-22 11:48:28
7109,144,136,2010-01-22 11:48:35
7110,85,133,2010-01-22 11:54:07
7111,85,36,2010-01-22 11:54:07
7112,18,148,2010-01-22 11:54:17
7113,18,163,2010-01-22 11:54:17
7114,163,18,2010-01-22 11:54:17
7115,86,148,2010-01-22 11:54:27
7116,155,136,2010-01-22 11:54:29
7117,90,161,2010-01-22 11:55:47
7118,86,69,2010-01-22 12:00:26
7119,8,166,2010-01-22 12:04:50
7120,160,80,2010-01-22 12:11:04
7121,160,148,2010-01-22 12:11:04
7122,160,79,2010-01-22 12:11:04
7123,160,80,2010-01-22 12:11:16
7124,160,148,2010-01-22 12:11:16
7125,160,79,2010-01-22 12:11:16
7126,90,83,2010-01-22 12:11:33
7127,160,80,2010-01-22 12:11:42
7128,160,148,2010-01-22 12:11:42
7129,160,79,2010-01-22 12:11:42
7130,86,69,2010-01-22 12:19:11
7131,47,148,2010-01-22 12:21:30
7132,47,11,2010-01-22 12:21:30
7133,132,39,2010-01-22 12:25:06
7134,132,116,2010-01-22 12:25:06
7135,156,83,2010-01-22 12:29:23
7136,83,156,2010-01-22 12:30:06
7137,166,132,2010-01-22 12:31:59
7138,18,129,2010-01-22 12:33:54
7139,107,166,2010-01-22 12:34:27
7140,118,148,2010-01-22 12:34:28
7141,118,11,2010-01-22 12:34:28
7142,107,8,2010-01-22 12:36:14
7143,97,78,2010-01-22 12:38:30
7144,128,166,2010-01-22 12:38:44
7145,118,86,2010-01-22 12:40:38
7146,69,86,2010-01-22 12:40:43
7147,107,103,2010-01-22 12:41:26
7148,166,128,2010-01-22 12:42:04
7149,128,166,2010-01-22 12:42:28
7150,107,128,2010-01-22 12:42:28
7151,107,102,2010-01-22 12:42:32
7152,86,69,2010-01-22 12:42:49
7153,107,166,2010-01-22 12:45:00
7154,107,8,2010-01-22 12:45:00
7155,107,128,2010-01-22 12:46:05
7156,45,126,2010-01-22 12:48:16
7157,54,166,2010-01-22 12:48:19
7158,8,166,2010-01-22 12:49:03
7159,166,8,2010-01-22 12:51:45
7160,8,166,2010-01-22 12:52:47
7161,116,132,2010-01-22 12:54:21
7162,132,166,2010-01-22 12:57:28
7163,90,154,2010-01-22 12:59:49
7164,14,62,2010-01-22 13:02:58
7165,3,152,2010-01-22 13:05:55
7166,155,102,2010-01-22 13:08:29
7167,102,155,2010-01-22 13:08:56
7168,129,83,2010-01-22 13:11:21
7169,152,3,2010-01-22 13:14:32
7170,152,132,2010-01-22 13:14:35
7171,118,80,2010-01-22 13:15:53
7172,83,129,2010-01-22 13:16:52
7173,83,156,2010-01-22 13:17:50
7174,103,107,2010-01-22 13:20:51
7175,156,83,2010-01-22 13:21:12
7176,166,136,2010-01-22 13:23:52
7177,143,166,2010-01-22 13:25:24
7178,143,136,2010-01-22 13:25:24
7179,39,132,2010-01-22 13:25:46
7180,148,69,2010-01-22 13:27:31
7181,148,86,2010-01-22 13:27:31
7182,166,19,2010-01-22 13:31:08
7183,166,136,2010-01-22 13:31:08
7184,166,136,2010-01-22 13:33:05
7185,166,73,2010-01-22 13:33:05
7186,73,166,2010-01-22 13:34:39
7187,132,102,2010-01-22 13:34:50
7188,102,132,2010-01-22 13:35:06
7189,83,156,2010-01-22 13:39:43
7190,102,155,2010-01-22 13:40:03
7191,97,121,2010-01-22 13:41:09
7192,155,102,2010-01-22 13:41:40
7193,19,166,2010-01-22 13:46:00
7194,156,83,2010-01-22 13:52:04
7195,103,166,2010-01-22 13:55:13
7196,86,148,2010-01-22 13:56:18
7197,86,148,2010-01-22 13:57:18
7198,86,69,2010-01-22 13:57:18
7199,86,101,2010-01-22 13:57:47
7200,119,126,2010-01-22 14:00:43
7201,36,156,2010-01-22 14:01:22
7202,62,14,2010-01-22 14:03:55
7203,69,148,2010-01-22 14:05:59
7204,136,166,2010-01-22 14:14:21
7205,166,136,2010-01-22 14:15:43
7206,166,152,2010-01-22 14:15:43
7207,136,143,2010-01-22 14:16:49
7208,160,80,2010-01-22 14:18:57
7209,160,148,2010-01-22 14:18:57
7210,160,79,2010-01-22 14:18:57
7211,160,80,2010-01-22 14:19:15
7212,160,148,2010-01-22 14:19:15
7213,160,79,2010-01-22 14:19:15
7214,8,85,2010-01-22 14:19:45
7215,37,52,2010-01-22 14:22:51
7216,52,37,2010-01-22 14:23:15
7217,136,166,2010-01-22 14:23:42
7218,136,166,2010-01-22 14:24:14
7219,136,166,2010-01-22 14:24:25
7220,166,103,2010-01-22 14:27:23
7221,103,166,2010-01-22 14:28:04
7222,160,80,2010-01-22 14:34:56
7223,160,148,2010-01-22 14:34:56
7224,160,79,2010-01-22 14:34:56
7225,160,80,2010-01-22 14:35:19
7226,160,148,2010-01-22 14:35:19
7227,160,79,2010-01-22 14:35:19
7228,160,80,2010-01-22 14:35:30
7229,160,148,2010-01-22 14:35:30
7230,160,79,2010-01-22 14:35:30
7231,160,80,2010-01-22 14:35:46
7232,160,148,2010-01-22 14:35:46
7233,160,79,2010-01-22 14:35:46
7234,35,90,2010-01-22 14:41:30
7235,154,148,2010-01-22 14:52:12
7236,90,35,2010-01-22 15:20:59
7237,156,148,2010-01-22 15:32:56
7238,8,81,2010-01-22 15:35:52
7239,162,150,2010-01-25 05:34:39
7240,162,150,2010-01-25 05:34:59
7241,162,150,2010-01-25 05:35:59
7242,133,128,2010-01-25 05:43:03
7243,112,136,2010-01-25 05:56:24
7244,150,162,2010-01-25 06:16:12
7245,74,90,2010-01-25 06:20:58
7246,74,41,2010-01-25 06:20:58
7247,74,127,2010-01-25 06:20:58
7248,162,152,2010-01-25 06:38:33
7249,162,33,2010-01-25 06:38:33
7250,133,11,2010-01-25 06:43:58
7251,11,133,2010-01-25 06:44:54
7252,152,162,2010-01-25 06:45:22
7253,152,166,2010-01-25 06:45:22
7254,162,152,2010-01-25 06:45:38
7255,162,33,2010-01-25 06:45:38
7256,11,133,2010-01-25 06:45:51
7257,152,162,2010-01-25 06:45:52
7258,133,11,2010-01-25 06:45:59
7259,133,11,2010-01-25 06:46:19
7260,11,133,2010-01-25 06:46:59
7261,33,162,2010-01-25 06:47:57
7262,127,74,2010-01-25 06:53:33
7263,52,80,2010-01-25 06:54:14
7264,52,11,2010-01-25 06:54:14
7265,52,160,2010-01-25 06:54:14
7266,52,148,2010-01-25 06:54:14
7267,133,136,2010-01-25 07:01:34
7268,133,73,2010-01-25 07:01:34
7269,133,62,2010-01-25 07:01:34
7270,133,161,2010-01-25 07:01:34
7271,133,11,2010-01-25 07:02:31
7272,11,133,2010-01-25 07:03:12
7273,11,133,2010-01-25 07:04:09
7274,133,11,2010-01-25 07:04:15
7275,133,141,2010-01-25 07:05:38
7276,18,90,2010-01-25 07:25:26
7277,18,163,2010-01-25 07:25:26
7278,18,129,2010-01-25 07:25:30
7279,126,45,2010-01-25 07:31:51
7280,69,152,2010-01-25 07:32:34
7281,126,119,2010-01-25 07:34:04
7282,136,69,2010-01-25 07:34:12
7283,136,133,2010-01-25 07:34:12
7284,136,62,2010-01-25 07:34:12
7285,136,155,2010-01-25 07:34:12
7286,136,86,2010-01-25 07:34:12
7287,136,19,2010-01-25 07:34:12
7288,136,73,2010-01-25 07:34:12
7289,136,36,2010-01-25 07:34:12
7290,136,85,2010-01-25 07:34:12
7291,136,161,2010-01-25 07:34:12
7292,133,136,2010-01-25 07:34:40
7293,143,164,2010-01-25 07:38:01
7294,143,137,2010-01-25 07:38:01
7295,164,143,2010-01-25 07:38:20
7296,164,143,2010-01-25 07:41:23
7297,133,136,2010-01-25 07:42:09
7298,62,107,2010-01-25 07:42:10
7299,143,164,2010-01-25 07:42:21
7300,161,136,2010-01-25 07:42:28
7301,62,133,2010-01-25 07:42:44
7302,62,136,2010-01-25 07:42:52
7303,19,136,2010-01-25 07:42:54
7304,133,62,2010-01-25 07:42:59
7305,133,11,2010-01-25 07:45:24
7306,126,45,2010-01-25 07:45:48
7307,126,112,2010-01-25 07:46:33
7308,80,52,2010-01-25 07:46:47
7309,126,137,2010-01-25 07:47:07
7310,133,62,2010-01-25 07:48:00
7311,73,136,2010-01-25 07:48:16
7312,62,133,2010-01-25 07:49:10
7313,52,80,2010-01-25 07:53:33
7314,90,74,2010-01-25 07:58:02
7315,9,8,2010-01-25 08:02:07
7316,7,118,2010-01-25 08:02:27
7317,10,7,2010-01-25 08:02:27
7319,5,36,2010-01-25 08:04:43
7320,70,130,2010-01-25 08:04:46
7321,86,136,2010-01-25 08:08:50
7322,69,136,2010-01-25 08:10:54
7323,135,152,2010-01-25 08:16:29
7324,135,162,2010-01-25 08:16:55
7325,135,150,2010-01-25 08:16:55
7326,161,83,2010-01-25 08:21:13
7327,161,90,2010-01-25 08:21:13
7328,161,35,2010-01-25 08:21:13
7329,90,161,2010-01-25 08:21:52
7330,36,136,2010-01-25 08:22:41
7331,128,13,2010-01-25 08:25:37
7332,83,161,2010-01-25 08:32:27
7333,36,132,2010-01-25 08:33:12
7334,90,69,2010-01-25 08:35:54
7335,136,69,2010-01-25 08:36:36
7336,130,66,2010-01-25 08:38:56
7337,69,90,2010-01-25 08:39:01
7338,69,136,2010-01-25 08:41:10
7339,36,133,2010-01-25 08:41:59
7340,128,54,2010-01-25 08:46:15
7341,128,133,2010-01-25 08:46:17
7342,137,136,2010-01-25 08:46:44
7343,128,133,2010-01-25 08:46:49
7344,83,13,2010-01-25 08:47:31
7345,136,137,2010-01-25 08:48:45
7346,13,83,2010-01-25 08:49:42
7347,78,22,2010-01-25 08:49:47
7348,133,36,2010-01-25 08:52:02
7349,135,77,2010-01-25 08:52:09
7350,135,33,2010-01-25 08:52:09
7351,36,133,2010-01-25 08:52:21
7352,77,135,2010-01-25 08:52:56
7353,83,90,2010-01-25 08:54:40
7354,83,35,2010-01-25 08:54:40
7355,18,163,2010-01-25 08:57:48
7356,78,121,2010-01-25 08:58:24
7357,35,83,2010-01-25 08:58:28
7358,60,105,2010-01-25 08:59:55
7359,135,77,2010-01-25 09:01:02
7360,135,33,2010-01-25 09:01:02
7361,148,118,2010-01-25 09:02:37
7362,123,77,2010-01-25 09:05:09
7363,123,166,2010-01-25 09:05:22
7364,118,148,2010-01-25 09:05:37
7365,92,165,2010-01-25 09:06:23
7366,92,77,2010-01-25 09:06:23
7367,39,136,2010-01-25 09:06:34
7368,135,77,2010-01-25 09:07:58
7369,135,33,2010-01-25 09:07:58
7370,135,69,2010-01-25 09:07:58
7371,64,88,2010-01-25 09:09:28
7372,64,65,2010-01-25 09:09:28
7373,64,35,2010-01-25 09:09:28
7374,64,110,2010-01-25 09:09:28
7375,64,117,2010-01-25 09:09:28
7376,64,98,2010-01-25 09:09:28
7377,64,109,2010-01-25 09:09:28
7378,64,119,2010-01-25 09:09:28
7379,88,64,2010-01-25 09:09:41
7380,132,36,2010-01-25 09:12:57
7381,114,61,2010-01-25 09:14:15
7382,88,64,2010-01-25 09:15:04
7383,88,32,2010-01-25 09:15:04
7384,88,51,2010-01-25 09:15:04
7385,88,62,2010-01-25 09:15:04
7386,120,103,2010-01-25 09:16:02
7387,64,88,2010-01-25 09:16:48
7388,57,89,2010-01-25 09:17:17
7389,57,66,2010-01-25 09:17:17
7390,57,42,2010-01-25 09:17:17
7391,36,132,2010-01-25 09:17:37
7392,36,132,2010-01-25 09:17:45
7393,117,64,2010-01-25 09:22:07
7394,42,57,2010-01-25 09:22:42
7395,22,77,2010-01-25 09:24:27
7396,77,22,2010-01-25 09:25:23
7397,54,132,2010-01-25 09:29:11
7398,62,88,2010-01-25 09:30:28
7399,35,64,2010-01-25 09:32:10
7400,166,103,2010-01-25 09:33:00
7401,35,161,2010-01-25 09:33:08
7402,165,92,2010-01-25 09:34:15
7403,32,88,2010-01-25 09:35:30
7404,77,45,2010-01-25 09:38:30
7405,80,27,2010-01-25 09:41:42
7406,80,148,2010-01-25 09:41:42
7407,27,80,2010-01-25 09:42:27
7408,98,64,2010-01-25 09:43:36
7409,98,64,2010-01-25 09:45:59
7410,98,47,2010-01-25 09:45:59
7411,98,112,2010-01-25 09:45:59
7412,98,61,2010-01-25 09:45:59
7413,98,113,2010-01-25 09:45:59
7414,98,52,2010-01-25 09:45:59
7415,98,151,2010-01-25 09:45:59
7416,98,63,2010-01-25 09:45:59
7417,98,82,2010-01-25 09:45:59
7418,98,56,2010-01-25 09:45:59
7419,98,57,2010-01-25 09:45:59
7420,98,72,2010-01-25 09:45:59
7421,98,67,2010-01-25 09:45:59
7422,132,54,2010-01-25 09:46:36
7423,85,103,2010-01-25 09:46:43
7424,67,98,2010-01-25 09:47:09
7425,63,98,2010-01-25 09:48:37
7426,120,103,2010-01-25 09:49:57
7427,67,98,2010-01-25 09:51:21
7428,67,13,2010-01-25 09:51:21
7429,67,85,2010-01-25 09:51:21
7430,67,54,2010-01-25 09:51:21
7431,67,8,2010-01-25 09:51:21
7432,67,83,2010-01-25 09:51:21
7433,67,128,2010-01-25 09:51:21
7434,8,67,2010-01-25 09:51:31
7435,83,67,2010-01-25 09:51:53
7436,128,67,2010-01-25 09:52:02
7437,72,98,2010-01-25 09:52:59
7438,119,64,2010-01-25 09:53:15
7439,85,128,2010-01-25 09:53:16
7440,54,67,2010-01-25 09:53:33
7441,13,67,2010-01-25 09:53:38
7442,110,64,2010-01-25 09:55:04
7443,77,92,2010-01-25 09:56:37
7444,5,36,2010-01-25 09:56:42
7445,105,60,2010-01-25 09:56:47
7446,7,118,2010-01-25 09:56:56
7447,10,7,2010-01-25 09:56:59
7448,7,118,2010-01-25 09:56:59
7449,105,60,2010-01-25 09:58:12
7450,72,98,2010-01-25 09:58:35
7451,72,65,2010-01-25 09:58:35
7452,72,126,2010-01-25 09:58:35
7453,72,108,2010-01-25 09:58:35
7454,72,101,2010-01-25 09:58:35
7455,72,56,2010-01-25 09:58:35
7456,72,45,2010-01-25 09:58:35
7457,72,32,2010-01-25 09:58:35
7458,103,166,2010-01-25 10:02:19
7459,85,8,2010-01-25 10:05:05
7460,50,8,2010-01-25 10:06:17
7461,132,36,2010-01-25 10:07:02
7462,130,89,2010-01-25 10:08:13
7463,130,42,2010-01-25 10:08:13
7464,130,66,2010-01-25 10:08:13
7465,26,121,2010-01-25 10:08:44
7466,36,132,2010-01-25 10:10:23
7467,148,80,2010-01-25 10:13:28
7468,148,154,2010-01-25 10:14:08
7469,156,8,2010-01-25 10:14:23
7470,8,156,2010-01-25 10:15:32
7471,70,130,2010-01-25 10:16:45
7472,113,98,2010-01-25 10:17:56
7473,26,121,2010-01-25 10:19:44
7474,45,72,2010-01-25 10:19:51
7475,136,39,2010-01-25 10:19:54
7476,8,50,2010-01-25 10:20:59
7477,45,77,2010-01-25 10:21:07
7478,122,134,2010-01-25 10:21:08
7479,83,129,2010-01-25 10:23:03
7480,83,18,2010-01-25 10:23:03
7481,7,118,2010-01-25 10:24:07
7482,9,8,2010-01-25 10:24:12
7483,10,7,2010-01-25 10:24:13
7484,7,118,2010-01-25 10:24:13
7485,136,73,2010-01-25 10:25:00
7486,136,39,2010-01-25 10:25:00
7487,136,133,2010-01-25 10:25:00
7488,136,19,2010-01-25 10:25:00
7489,136,123,2010-01-25 10:25:00
7490,136,84,2010-01-25 10:25:00
7491,136,166,2010-01-25 10:25:00
7492,136,112,2010-01-25 10:25:00
7493,52,98,2010-01-25 10:25:39
7494,84,136,2010-01-25 10:25:40
7495,52,112,2010-01-25 10:28:43
7496,52,64,2010-01-25 10:28:43
7497,52,117,2010-01-25 10:28:43
7498,52,39,2010-01-25 10:28:43
7499,52,83,2010-01-25 10:28:43
7500,52,22,2010-01-25 10:28:43
7501,52,32,2010-01-25 10:28:43
7502,52,37,2010-01-25 10:28:43
7503,52,72,2010-01-25 10:28:43
7504,52,98,2010-01-25 10:28:43
7505,52,48,2010-01-25 10:28:43
7506,52,105,2010-01-25 10:28:43
7507,153,69,2010-01-25 10:29:08
7508,133,136,2010-01-25 10:29:19
7509,90,83,2010-01-25 10:30:59
7510,90,35,2010-01-25 10:31:49
7511,61,63,2010-01-25 10:32:42
7512,117,52,2010-01-25 10:32:45
7513,117,57,2010-01-25 10:32:45
7514,117,83,2010-01-25 10:32:45
7515,117,54,2010-01-25 10:32:45
7516,117,64,2010-01-25 10:32:45
7517,117,84,2010-01-25 10:32:45
7518,117,145,2010-01-25 10:32:45
7519,132,36,2010-01-25 10:32:50
7520,61,98,2010-01-25 10:32:54
7521,112,136,2010-01-25 10:33:19
7522,112,98,2010-01-25 10:33:23
7523,36,132,2010-01-25 10:33:50
7524,84,117,2010-01-25 10:33:53
7525,117,47,2010-01-25 10:34:37
7526,112,136,2010-01-25 10:35:01
7527,112,42,2010-01-25 10:35:01
7528,112,89,2010-01-25 10:35:01
7529,112,66,2010-01-25 10:35:01
7530,117,121,2010-01-25 10:35:09
7531,32,72,2010-01-25 10:36:00
7532,143,69,2010-01-25 10:36:26
7533,85,128,2010-01-25 10:37:13
7534,32,57,2010-01-25 10:37:48
7535,32,72,2010-01-25 10:37:48
7536,32,112,2010-01-25 10:37:48
7537,32,88,2010-01-25 10:37:48
7538,32,82,2010-01-25 10:37:48
7539,32,52,2010-01-25 10:37:48
7540,32,50,2010-01-25 10:37:48
7541,32,105,2010-01-25 10:37:48
7542,32,141,2010-01-25 10:37:48
7543,32,97,2010-01-25 10:37:48
7544,52,117,2010-01-25 10:38:03
7545,52,32,2010-01-25 10:38:10
7546,72,32,2010-01-25 10:38:35
7547,50,32,2010-01-25 10:39:00
7548,8,50,2010-01-25 10:39:09
7549,112,32,2010-01-25 10:40:55
7550,36,102,2010-01-25 10:42:07
7551,121,117,2010-01-25 10:42:13
7552,33,135,2010-01-25 10:42:43
7553,98,72,2010-01-25 10:42:50
7554,98,67,2010-01-25 10:42:56
7555,42,112,2010-01-25 10:42:57
7556,50,58,2010-01-25 10:44:41
7557,50,81,2010-01-25 10:44:41
7558,50,56,2010-01-25 10:44:41
7559,50,95,2010-01-25 10:44:41
7560,50,166,2010-01-25 10:44:41
7561,50,28,2010-01-25 10:44:41
7562,98,80,2010-01-25 10:44:54
7564,45,77,2010-01-25 10:45:15
7565,156,130,2010-01-25 10:45:20
7566,95,50,2010-01-25 10:47:42
7567,39,136,2010-01-25 10:48:05
7568,95,50,2010-01-25 10:49:41
7569,54,128,2010-01-25 10:49:49
7570,54,81,2010-01-25 10:49:49
7571,132,36,2010-01-25 10:51:02
7572,26,121,2010-01-25 10:51:14
7573,50,95,2010-01-25 10:51:25
7574,130,126,2010-01-25 10:52:38
7575,14,62,2010-01-25 10:53:27
7576,108,72,2010-01-25 10:56:45
7577,105,32,2010-01-25 10:56:56
7578,62,14,2010-01-25 11:04:10
7579,136,119,2010-01-25 11:05:22
7580,81,54,2010-01-25 11:05:32
7581,136,112,2010-01-25 11:06:21
7582,135,90,2010-01-25 11:06:45
7583,90,135,2010-01-25 11:08:15
7584,118,86,2010-01-25 11:08:15
7585,151,98,2010-01-25 11:10:59
7586,58,50,2010-01-25 11:13:27
7587,90,135,2010-01-25 11:15:45
7588,90,136,2010-01-25 11:15:45
7589,136,90,2010-01-25 11:16:13
7590,85,36,2010-01-25 11:16:15
7591,12,12,2010-01-25 11:16:18
7592,135,90,2010-01-25 11:16:25
7593,32,88,2010-01-25 11:17:18
7594,130,156,2010-01-25 11:17:23
7595,18,83,2010-01-25 11:17:51
7596,18,83,2010-01-25 11:18:41
7597,58,44,2010-01-25 11:18:44
7598,58,141,2010-01-25 11:18:44
7599,58,103,2010-01-25 11:18:44
7600,58,60,2010-01-25 11:18:44
7601,58,50,2010-01-25 11:18:44
7602,18,110,2010-01-25 11:19:07
7603,103,58,2010-01-25 11:19:49
7604,50,58,2010-01-25 11:20:02
7605,161,136,2010-01-25 11:20:16
7606,40,66,2010-01-25 11:20:19
7607,136,123,2010-01-25 11:21:51
7608,136,161,2010-01-25 11:21:54
7609,47,117,2010-01-25 11:22:28
7610,47,98,2010-01-25 11:23:05
7611,27,86,2010-01-25 11:24:22
7612,27,69,2010-01-25 11:24:22
7613,121,101,2010-01-25 11:27:44
7614,36,132,2010-01-25 11:28:25
7615,152,103,2010-01-25 11:29:16
7616,85,8,2010-01-25 11:29:44
